ticker,date,open,high,low,close,volume
CDNA,2026-03-27,17.34,17.465,16.54,16.78,551500
CDNA,2026-03-30,16.8,16.96,16.24,16.43,621800
CDNA,2026-03-31,16.85,17.38,16.54,17.36,863000
CDNA,2026-04-01,17.76,17.98,17.27,17.87,480500
CDNA,2026-04-02,17.36,18.45,17.32,18.31,341900
CDNA,2026-04-06,18.33,18.485,17.79,17.82,292300
CDNA,2026-04-07,17.81,17.81,17.2,17.67,484000
CDNA,2026-04-08,18.55,18.78,17.65,17.92,713200
CDNA,2026-04-09,17.79,17.865,16.115,16.69,871500
CDNA,2026-04-10,16.69,16.95,15.56,16.05,784300
CDNA,2026-04-13,16.1,16.92,15.805,16.83,504500
CDNA,2026-04-14,16.9,17.7,16.83,17.63,606900
CDNA,2026-04-15,17.67,18.23,17.02,17.57,594200
CDNA,2026-04-16,21.75,22.81,20.1,22.42,2964100
CDNA,2026-04-17,22.97,23.24,20.9,21.42,1389000
CDNA,2026-04-20,21.41,22.0,21.065,21.29,604100
CDNA,2026-04-21,21.23,21.65,20.65,20.73,488600
CDNA,2026-04-22,21.14,21.2,20.5,20.63,477400
CDNA,2026-04-23,20.46,20.77,19.08,20.06,558100
CDNA,2026-04-24,20.2,21.41,19.78,21.23,570700
CDNA,2026-04-27,21.01,21.95,21.01,21.85,654400
CDNA,2026-04-28,21.73,22.41,21.48,21.91,792100
CDNA,2026-04-29,22.37,23.145,18.15,20.8,1841000
CDNA,2026-04-30,20.97,21.815,20.27,20.81,997400
CDNA,2026-05-01,20.97,22.17,20.465,21.5,863500
CDNA,2026-05-04,21.56,21.97,20.85,20.96,680400
CDNA,2026-05-05,21.21,21.285,20.39,20.7,450700
CDNA,2026-05-06,20.99,21.16,20.53,20.95,568400
CDNA,2026-05-07,20.95,22.16,20.92,21.44,647200
CDNA,2026-05-08,21.4,22.25,21.01,21.82,691800
CDNA,2026-05-11,21.84,22.3,21.402,21.55,507100
CDNA,2026-05-12,21.53,22.06,21.12,21.4,437800
CDNA,2026-05-13,21.21,21.41,20.37,20.61,449700
CDNA,2026-05-14,20.59,21.16,20.44,20.49,470300
CDNA,2026-05-15,20.0,20.44,19.73,19.97,637600
CDNA,2026-05-18,19.9,20.84,19.615,20.59,895000
CDNA,2026-05-19,20.42,20.72,20.01,20.53,589400
CDNA,2026-05-20,20.57,21.49,20.43,21.15,1320600
CDNA,2026-05-21,21.08,22.24,20.5,21.57,670300
CDNA,2026-05-22,21.5,22.03,21.11,21.63,522100
CDNA,2026-05-26,21.75,21.965,21.355,21.54,476900
CDNA,2026-05-27,21.39,22.315,21.33,22.16,472900
CDNA,2026-05-28,22.11,23.035,22.071,22.7,773400
CDNA,2026-05-29,22.66,23.095,22.29,22.82,685300
CDNA,2026-06-01,22.73,23.14,21.95,22.8,598900
CDNA,2026-06-02,22.4,22.535,21.72,22.07,904000
CDNA,2026-06-03,22.11,22.32,21.58,22.31,700300
CDNA,2026-06-04,22.77,24.02,22.36,23.12,1604000
CDNA,2026-06-05,23.16,23.51,22.03,22.25,548400
CDNA,2026-06-08,22.25,22.5,21.93,21.95,366100
CDNA,2026-06-09,22.27,23.045,21.62,22.75,754500
CDNA,2026-06-10,22.61,23.76,22.61,23.46,757000
CDNA,2026-06-11,23.54,24.13,22.88,23.66,839500
CDNA,2026-06-12,23.53,23.765,22.78,22.97,769100
CDNA,2026-06-15,23.02,24.126,22.73,24.08,903400
CDNA,2026-06-16,24.09,24.85,23.05,23.25,938000
CDNA,2026-06-17,23.31,24.0,23.0,23.48,970600
CDNA,2026-06-18,23.93,26.26,23.93,26.18,2744500
CDNA,2026-06-22,26.23,26.78,24.9,25.05,735800
CDNA,2026-06-23,24.7,25.645,24.5,25.12,691400
CDNA,2026-06-24,25.41,27.27,25.39,27.13,1429000
CDNA,2026-06-25,27.24,28.42,27.24,27.85,1315800
CDNA,2026-06-26,27.85,29.075,27.76,28.82,1646900
CDNA,2026-06-29,28.75,29.58,28.75,29.28,498300
CDNA,2026-06-30,28.78,29.49,27.87,28.5,642700
CDNA,2026-07-01,28.71,29.455,28.635,29.25,726700
CDNA,2026-07-02,29.82,30.0,28.28,29.19,855900
CDNA,2026-07-06,29.15,29.876,28.98,29.06,723600
CDNA,2026-07-07,29.36,29.425,28.19,28.31,625900
CDNA,2026-07-08,27.92,28.68,27.32,27.55,1642100
CDNA,2026-07-09,27.79,29.15,27.79,29.11,699800
CDNA,2026-07-10,29.05,29.25,28.11,28.51,665600
CDNA,2026-07-13,27.95,28.8,27.68,28.76,561100
CDNA,2026-07-14,28.76,29.16,28.25,28.93,942600
CDNA,2026-07-15,28.97,29.852,28.86,29.75,619200
CDNA,2026-07-16,36.4,40.38,35.5,40.34,4484600
CDNA,2026-07-17,37.79,40.47,37.74,39.73,1763300
CDNA,2026-07-20,39.3,39.84,38.03,38.37,1183800
CDNA,2026-07-21,37.7,39.215,37.25,38.54,1135500
CDNA,2026-07-22,38.31,38.735,37.22,37.78,1034200
CDNA,2026-07-23,38.44,38.72,37.385,37.61,749900
CDNA,2026-07-24,37.8,38.48,37.05,37.14,481200
CDNA,2026-07-27,37.21,37.74,36.25,36.36,603700
CDNA,2026-07-28,36.29,37.09,35.11,35.75,939400
CDNA,2026-07-29,35.77,36.54,35.29,35.41,744500
CDNA,2026-07-30,35.18,38.33,35.01,38.1,1741300
CDNA,2026-07-31,42.49,45.0,40.67,43.71,2780300
CDNA,2026-08-03,47.218,49.76,44.542,47.85,2927000
CDNA,2026-08-04,47.0,48.0,46.24,47.09,1647000
CDNA,2026-08-05,47.0,47.08,45.39,45.5,1119300
CDNA,2026-08-06,46.0,46.0,44.58,44.81,790100
CDNA,2026-08-07,44.88,46.74,44.57,46.69,966500
CDNA,2026-08-10,46.58,48.294,46.088,47.07,1229000
CDNA,2026-08-11,47.07,47.94,46.261,47.23,638400
CDNA,2026-08-12,47.47,47.55,46.54,47.31,984900
CDNA,2026-08-13,47.53,47.95,46.51,47.38,739200
CDNA,2026-08-14,47.035,47.343,45.25,45.32,708800
CDNA,2026-08-17,45.325,47.075,45.02,46.38,733000
CDNA,2026-08-18,45.68,46.517,44.8,46.18,840100
CDNA,2026-08-19,46.85,48.43,46.41,46.51,1887600
CDNA,2026-08-20,45.902,47.845,45.332,46.99,911200
CDNA,2026-08-21,46.99,48.72,46.05,48.61,1159900
CDNA,2026-08-24,48.3,48.51,46.92,47.5,769400
CDNA,2026-08-25,48.13,51.125,47.234,50.8,1784500
CDNA,2026-08-26,50.15,51.08,49.067,50.96,1415300
CDNA,2026-08-27,51.0,53.671,50.765,52.36,1250900
CDNA,2026-08-28,51.495,52.38,49.6,49.79,1178100
CDNA,2026-08-31,49.16,50.28,46.688,50.11,1533700
CDNA,2026-09-01,49.93,50.62,48.25,48.97,1247800
CDNA,2026-09-02,49.55,51.37,48.4,49.6,825700
CDNA,2026-09-03,49.75,50.5,48.386,49.86,636700
CDNA,2026-09-04,49.65,50.99,48.68,50.88,1307200
AUGO,2026-03-03,81.4402,83.464,78.5309,81.9364,925900
AUGO,2026-03-04,85.1376,85.9257,83.4056,83.863,562400
AUGO,2026-03-05,83.5516,83.5516,77.159,79.5428,721600
AUGO,2026-03-06,77.266,79.4747,75.8941,78.4239,456800
AUGO,2026-03-09,74.8238,79.2996,73.2475,78.5406,692300
AUGO,2026-03-10,79.9515,84.69,79.9515,82.7051,679500
AUGO,2026-03-11,81.0478,81.5087,77.9001,81.1949,464700
AUGO,2026-03-12,80.6899,80.6899,77.1009,78.5571,769000
AUGO,2026-03-13,78.9395,79.7828,73.5461,73.9237,551700
AUGO,2026-03-16,73.7619,75.2622,72.6146,75.1151,1136400
AUGO,2026-03-17,76.3605,79.0572,76.3115,77.3607,421000
AUGO,2026-03-18,73.8011,73.9286,70.3199,70.9377,952300
AUGO,2026-03-19,63.5292,66.1915,62.4652,65.1815,1829300
AUGO,2026-03-20,64.9658,64.9658,58.1505,59.8862,2889000
AUGO,2026-03-23,61.1904,65.0491,60.6412,64.1715,1458100
AUGO,2026-03-24,62.3769,65.2599,61.1904,65.1325,682200
AUGO,2026-03-25,70.3984,71.5849,67.7262,70.1042,1283500
AUGO,2026-03-26,66.9172,68.8,64.8383,64.9854,600900
AUGO,2026-03-27,65.1227,68.9421,64.8285,68.7117,779200
AUGO,2026-03-30,70.2022,70.8102,67.9861,69.5256,1106100
AUGO,2026-03-31,71.7565,80.0966,71.6634,80.0182,1216000
AUGO,2026-04-01,82.862,87.466,82.0775,85.696,2285900
AUGO,2026-04-02,79.4298,86.9806,78.9032,85.9902,1227100
AUGO,2026-04-06,86.0392,88.4907,85.3135,87.2944,779900
AUGO,2026-04-07,87.2944,89.4615,85.5391,87.0688,1198200
AUGO,2026-04-08,93.992,94.9726,91.4718,92.6976,1280500
AUGO,2026-04-09,94.6294,97.9242,92.9623,96.8259,818800
AUGO,2026-04-10,97.2476,101.4054,97.2476,99.9933,543200
AUGO,2026-04-13,98.0615,103.1019,96.8456,101.9448,885600
AUGO,2026-04-14,104.0433,107.1518,103.4451,106.5438,1529000
AUGO,2026-04-15,105.7495,106.8478,101.4643,102.9744,1162300
AUGO,2026-04-16,103.906,105.1318,102.7587,103.6216,705700
AUGO,2026-04-17,106.7988,108.1825,105.4946,107.0243,605000
AUGO,2026-04-20,106.0437,106.8871,101.5917,103.1509,609300
AUGO,2026-04-21,102.2193,102.234,94.8108,95.2374,738800
AUGO,2026-04-22,99.9835,100.9641,95.051,96.0218,791000
AUGO,2026-04-23,94.0802,95.8061,85.49,86.7844,1113600
AUGO,2026-04-24,87.8043,89.3713,83.7445,88.5593,702500
AUGO,2026-04-27,87.9122,87.9122,84.681,86.2451,597400
AUGO,2026-04-28,83.2346,83.5876,80.4693,81.9892,737700
AUGO,2026-04-29,80.3222,81.0086,77.2725,79.8515,790800
AUGO,2026-04-30,83.4602,84.1564,81.7196,83.1267,595500
AUGO,2026-05-01,82.9993,82.9993,80.0133,80.5673,516300
AUGO,2026-05-04,79.6652,81.5087,79.017,80.1163,654200
AUGO,2026-05-05,81.8421,82.4894,79.0082,79.1356,528500
AUGO,2026-05-06,84.1564,88.2456,83.0581,87.9612,758500
AUGO,2026-05-07,88.6231,91.0893,78.9787,79.4985,1175700
AUGO,2026-05-08,82.2442,83.215,79.7632,80.5183,671600
AUGO,2026-05-11,81.646,84.0583,78.1845,79.4887,957800
AUGO,2026-05-12,78.7728,83.4602,78.0276,82.0971,901300
AUGO,2026-05-13,81.3224,81.9892,77.5961,77.7236,733600
AUGO,2026-05-14,77.7236,79.8172,76.4929,78.4394,627400
AUGO,2026-05-15,74.2228,75.5956,72.5655,74.9386,1410100
AUGO,2026-05-18,75.2622,77.5471,73.35,74.1737,565300
AUGO,2026-05-19,72.2416,72.96,70.3838,70.8049,649000
AUGO,2026-05-20,72.5389,75.0754,71.0477,74.2629,419600
AUGO,2026-05-21,72.6677,76.0464,72.1772,74.6097,449300
AUGO,2026-05-22,73.9161,74.58,71.4589,71.9146,456100
AUGO,2026-05-26,74.0747,75.3033,72.9302,74.9466,636400
AUGO,2026-05-27,73.3216,75.3033,72.5289,74.0747,580300
AUGO,2026-05-28,73.4108,77.2532,72.5289,75.1844,615300
AUGO,2026-05-29,74.1638,77.9369,73.5,76.5616,5244300
AUGO,2026-06-01,73.9062,75.6461,71.5282,71.6372,789500
AUGO,2026-06-02,71.7462,72.1723,66.475,67.4163,933100
AUGO,2026-06-03,66.3858,67.6144,63.1359,63.6412,1079800
AUGO,2026-06-04,65.177,67.872,64.6915,66.2471,565000
AUGO,2026-06-05,63.8592,64.0276,59.6085,59.8463,827000
AUGO,2026-06-08,60.6489,60.8173,57.5476,58.1421,815400
AUGO,2026-06-09,59.1428,59.2023,54.1391,56.527,792800
AUGO,2026-06-10,54.5949,55.9672,52.7123,52.8114,724000
AUGO,2026-06-11,53.2176,56.7648,52.3705,56.0613,1435300
AUGO,2026-06-12,57.4188,60.8173,56.4775,60.3318,884000
AUGO,2026-06-15,65.3454,69.3484,65.1671,65.5733,1337700
AUGO,2026-06-16,66.4997,68.6746,65.6427,65.7616,890000
AUGO,2026-06-17,65.821,70.3888,65.1869,65.3751,1304600
AUGO,2026-06-18,64.1465,66.4016,61.4217,62.9575,2932000
AUGO,2026-06-22,63.3142,64.7509,62.3036,64.6617,602900
AUGO,2026-06-23,61.0947,62.5017,60.1435,60.9362,601600
AUGO,2026-06-24,58.7167,59.3013,56.423,57.3593,1388400
AUGO,2026-06-25,59.1626,61.2285,57.3048,60.5696,1111100
AUGO,2026-06-26,61.2929,65.2909,61.0452,63.4926,3712800
AUGO,2026-06-29,61.9469,63.1061,60.0296,63.0665,848000
AUGO,2026-06-30,62.5215,62.7395,59.446,62.3729,716400
AUGO,2026-07-01,62.3729,64.5557,59.9057,59.9454,978600
AUGO,2026-07-02,63.2647,64.8896,62.2243,64.8599,1380400
AUGO,2026-07-06,65.9994,67.3865,64.2178,67.1091,1139200
AUGO,2026-07-07,67.0001,67.0001,61.392,62.7891,1783900
AUGO,2026-07-08,59.7373,62.2312,57.5872,59.2716,1023700
AUGO,2026-07-09,61.3325,63.0863,60.2079,62.7891,850000
AUGO,2026-07-10,62.581,63.9493,60.0841,60.2525,786000
AUGO,2026-07-13,58.6573,59.0239,51.771,53.0195,1345100
AUGO,2026-07-14,55.5362,58.6771,55.2885,56.5468,1018700
AUGO,2026-07-15,55.8929,56.9531,53.614,54.4066,772000
AUGO,2026-07-16,52.3061,52.5339,49.3781,49.7992,1258900
AUGO,2026-07-17,49.3435,50.8297,47.6095,49.7596,801200
AUGO,2026-07-20,49.4921,50.3739,49.0413,49.611,652100
AUGO,2026-07-21,51.0576,54.4958,51.0576,54.3274,770300
AUGO,2026-07-22,55.4866,57.5208,55.1497,55.3776,579500
AUGO,2026-07-23,52.9006,54.7534,52.6925,54.5949,538100
AUGO,2026-07-24,55.2389,55.7987,53.6734,54.3075,508400
AUGO,2026-07-27,54.3075,55.5857,53.2523,55.2686,494600
AUGO,2026-07-28,54.1193,55.0011,52.3259,54.5453,584300
AUGO,2026-07-29,54.149,55.9672,52.524,54.0004,567400
AUGO,2026-07-30,55.8334,57.5476,55.4371,56.4279,823900
AUGO,2026-07-31,54.7435,54.9417,53.3613,54.0697,887500
AUGO,2026-08-03,54.3967,56.1505,52.9996,56.091,766900
AUGO,2026-08-04,58.0727,58.9347,56.527,57.2602,740300
AUGO,2026-08-05,61.5456,65.5337,59.6779,65.1572,2210600
AUGO,2026-08-06,64.0771,66.6731,62.9476,65.0283,803100
AUGO,2026-08-07,69.279,73.5594,69.0809,73.4504,1331600
AUGO,2026-08-10,73.7576,75.6154,71.8304,75.551,1075300
AUGO,2026-08-11,75.7194,77.5921,73.7378,75.3627,619500
AUGO,2026-08-12,78.0578,78.2163,75.9275,76.8193,953600
AUGO,2026-08-13,74.9664,75.0358,72.846,74.1638,667000
AUGO,2026-08-14,75.2736,76.6805,74.3917,75.3231,427700
AUGO,2026-08-17,76.2941,79.2666,75.3429,77.82,542200
AUGO,2026-08-18,75.46,76.92,74.09,76.24,564000
AUGO,2026-08-19,80.12,85.258,79.71,85.0,1833300
AUGO,2026-08-20,83.58,87.74,83.02,86.69,1810100
AUGO,2026-08-21,89.1,90.1,87.18,87.26,1105900
AUGO,2026-08-24,88.6,90.0,85.64,87.37,905400
AUGO,2026-08-25,85.78,90.64,85.5,90.47,694500
AUGO,2026-08-26,88.24,90.11,88.07,89.3,625900
AUGO,2026-08-27,88.71,90.095,88.095,89.12,583400
AUGO,2026-08-28,89.21,90.07,81.975,84.53,1626000
AUGO,2026-08-31,83.24,83.81,79.49,83.58,1477700
AUGO,2026-09-01,81.0,84.6,78.59,79.045,1091700
AUGO,2026-09-02,83.0,85.66,82.09,84.6,721100
AUGO,2026-09-03,88.02,88.875,86.65,88.11,688400
AUGO,2026-09-04,83.88,85.69,83.065,84.91,849400
GLXY,2026-03-03,20.69,21.27,19.92,20.68,3612900
GLXY,2026-03-04,21.78,24.595,21.765,24.34,8559200
GLXY,2026-03-05,23.9,24.17,22.1,22.73,4850100
GLXY,2026-03-06,21.57,22.03,20.39,20.555,5746500
GLXY,2026-03-09,20.48,21.64,20.038,21.495,4554800
GLXY,2026-03-10,21.485,22.5,21.08,21.83,4323900
GLXY,2026-03-11,21.75,22.55,21.27,21.46,4101600
GLXY,2026-03-12,21.2,21.26,20.39,20.63,2837900
GLXY,2026-03-13,21.61,22.39,21.51,22.35,7055800
GLXY,2026-03-16,23.39,24.4,22.98,23.1,6803400
GLXY,2026-03-17,22.94,23.81,22.76,23.5,2979700
GLXY,2026-03-18,22.75,23.27,21.56,21.58,3772900
GLXY,2026-03-19,21.16,21.78,20.41,21.05,11288800
GLXY,2026-03-20,20.4,20.86,19.8,20.72,5585300
GLXY,2026-03-23,20.91,21.85,20.68,21.7,4927800
GLXY,2026-03-24,21.45,22.015,20.75,21.3,4607200
GLXY,2026-03-25,21.89,22.3,21.09,21.33,3565900
GLXY,2026-03-26,20.88,21.105,19.53,19.61,4776700
GLXY,2026-03-27,18.9,19.165,17.79,18.0,6684700
GLXY,2026-03-30,18.5,18.99,16.785,17.15,6081000
GLXY,2026-03-31,17.57,18.63,17.53,18.45,6847000
GLXY,2026-04-01,18.83,18.93,17.31,17.37,7738400
GLXY,2026-04-02,16.73,17.685,16.43,17.64,5334100
GLXY,2026-04-06,17.65,18.295,17.59,18.28,2778600
GLXY,2026-04-07,17.96,18.675,17.18,18.63,5313600
GLXY,2026-04-08,20.33,20.8,18.62,19.0,5340900
GLXY,2026-04-09,18.71,21.49,18.71,21.15,7710800
GLXY,2026-04-10,21.6,22.52,21.18,21.66,6404000
GLXY,2026-04-13,21.18,22.73,20.76,22.5,5829600
GLXY,2026-04-14,23.715,24.415,23.46,23.72,6232400
GLXY,2026-04-15,23.23,24.45,23.038,24.04,4746600
GLXY,2026-04-16,24.89,24.89,23.54,24.43,3296900
GLXY,2026-04-17,25.0,27.1,24.915,25.84,9500300
GLXY,2026-04-20,25.04,27.125,24.96,26.8,6142000
GLXY,2026-04-21,26.71,27.0,24.86,24.95,5408500
GLXY,2026-04-22,26.0,27.12,25.76,26.8,5007600
GLXY,2026-04-23,26.3,26.75,25.54,26.28,4150400
GLXY,2026-04-24,26.68,26.8,25.36,26.005,3407100
GLXY,2026-04-27,25.94,26.26,24.3,25.05,7213500
GLXY,2026-04-28,24.655,26.92,23.86,26.36,7437400
GLXY,2026-04-29,26.41,26.725,24.53,25.42,5771000
GLXY,2026-04-30,25.89,27.575,25.71,27.44,7669700
GLXY,2026-05-01,28.25,29.14,27.68,28.11,8026300
GLXY,2026-05-04,28.56,29.59,28.14,29.17,5249600
GLXY,2026-05-05,29.55,30.7,29.38,30.32,4750000
GLXY,2026-05-06,31.0,31.555,29.824,31.12,5242600
GLXY,2026-05-07,30.495,30.495,28.51,29.3,4576400
GLXY,2026-05-08,29.82,30.28,28.2,30.23,4549300
GLXY,2026-05-11,29.77,32.28,29.16,31.68,5453000
GLXY,2026-05-12,30.9,31.61,30.19,31.38,4427900
GLXY,2026-05-13,31.33,31.88,30.4,30.81,4683100
GLXY,2026-05-14,30.81,33.0,30.05,32.04,5250200
GLXY,2026-05-15,30.45,30.66,29.38,29.61,4051000
GLXY,2026-05-18,28.57,28.65,27.07,27.87,5217900
GLXY,2026-05-19,27.51,28.08,26.245,27.55,3097000
GLXY,2026-05-20,27.86,28.61,27.62,27.77,2864100
GLXY,2026-05-21,28.08,29.64,27.98,29.57,4186600
GLXY,2026-05-22,29.58,29.8,28.08,28.65,4063100
GLXY,2026-05-26,29.305,30.82,29.17,29.62,4281400
GLXY,2026-05-27,29.56,30.15,28.66,29.97,3272700
GLXY,2026-05-28,29.0,30.44,28.31,30.13,3982500
GLXY,2026-05-29,29.585,30.115,28.53,29.58,5584500
GLXY,2026-06-01,28.69,31.18,28.07,30.81,6468700
GLXY,2026-06-02,30.25,30.94,28.595,29.06,5227900
GLXY,2026-06-03,28.305,30.04,27.8,28.49,7019200
GLXY,2026-06-04,27.515,30.23,26.9,28.41,8428100
GLXY,2026-06-05,27.16,27.31,24.05,25.14,12119300
GLXY,2026-06-08,26.275,31.8,26.2,30.51,19328300
GLXY,2026-06-09,30.75,32.85,29.77,32.68,12874500
GLXY,2026-06-10,32.07,33.78,30.09,30.15,8654000
GLXY,2026-06-11,30.19,33.45,29.635,33.27,7782400
GLXY,2026-06-12,33.92,35.6,32.74,33.36,8894000
GLXY,2026-06-15,35.44,35.44,33.23,33.63,7021100
GLXY,2026-06-16,33.16,34.2,32.62,33.18,4392600
GLXY,2026-06-17,33.21,35.41,32.4,33.04,6735700
GLXY,2026-06-18,34.315,35.3,33.438,34.2,6929700
GLXY,2026-06-22,34.56,36.1,32.95,33.12,5060400
GLXY,2026-06-23,31.065,32.89,30.6,31.35,7298700
GLXY,2026-06-24,31.5,31.676,28.02,28.58,6773000
GLXY,2026-06-25,30.75,30.77,27.42,28.26,8650400
GLXY,2026-06-26,27.51,29.47,26.88,29.26,15674300
GLXY,2026-06-29,29.13,29.63,27.06,28.53,7253000
GLXY,2026-06-30,27.54,27.956,26.362,27.34,9054200
GLXY,2026-07-01,26.925,27.39,25.24,25.86,9338000
GLXY,2026-07-02,26.37,27.51,24.145,24.59,8353800
GLXY,2026-07-06,25.28,26.005,24.81,25.4,5232200
GLXY,2026-07-07,24.85,25.63,23.29,24.73,9418300
GLXY,2026-07-08,23.99,24.94,23.502,24.86,8233600
GLXY,2026-07-09,25.52,26.0,24.93,25.1,5268600
GLXY,2026-07-10,26.0,26.66,24.765,24.88,4849200
GLXY,2026-07-13,24.4,25.13,23.035,23.35,4746800
GLXY,2026-07-14,23.88,24.49,23.11,24.22,4865900
GLXY,2026-07-15,24.75,25.2,23.51,24.58,4822000
GLXY,2026-07-16,23.76,23.913,22.26,22.31,5389400
GLXY,2026-07-17,21.49,22.43,21.01,21.63,6823800
GLXY,2026-07-20,22.48,24.0,22.39,23.66,5362100
GLXY,2026-07-21,24.38,26.01,24.375,25.41,8039700
GLXY,2026-07-22,24.41,26.05,24.33,24.79,4362200
GLXY,2026-07-23,23.96,25.43,23.66,24.32,4335900
GLXY,2026-07-24,24.0,24.41,22.6,22.68,4595000
GLXY,2026-07-27,23.11,23.9,21.98,22.7,4695000
GLXY,2026-07-28,21.63,21.63,19.94,20.94,6969900
GLXY,2026-07-29,20.96,21.02,18.22,18.26,8031700
GLXY,2026-07-30,19.4,21.805,19.38,21.52,8212700
GLXY,2026-07-31,22.495,22.495,20.39,21.01,5319600
GLXY,2026-08-03,20.43,22.1,20.15,21.88,5189400
GLXY,2026-08-04,21.54,22.645,21.5,22.14,7067300
GLXY,2026-08-05,20.48,20.64,18.81,19.065,16148700
GLXY,2026-08-06,18.925,20.45,18.65,19.54,8628400
GLXY,2026-08-07,20.45,20.875,19.8,20.17,6404300
GLXY,2026-08-10,20.55,20.55,19.445,19.52,5231100
GLXY,2026-08-11,20.8,21.1,20.1,20.13,7419900
GLXY,2026-08-12,21.745,21.97,21.02,21.08,6059100
GLXY,2026-08-13,21.02,22.57,20.91,20.95,6230300
GLXY,2026-08-14,21.0,21.865,20.95,21.66,5286000
GLXY,2026-08-17,21.54,22.59,21.2,21.87,5746200
GLXY,2026-08-18,20.91,21.5,20.14,20.43,6216600
GLXY,2026-08-19,20.41,22.36,20.01,21.9,8522900
GLXY,2026-08-20,23.45,23.56,22.58,23.47,6644300
GLXY,2026-08-21,24.25,25.1,23.3,23.64,8046900
GLXY,2026-08-24,23.46,23.835,22.53,22.84,4737500
GLXY,2026-08-25,22.85,25.145,22.735,24.79,8071900
GLXY,2026-08-26,23.86,24.81,23.71,24.64,4514000
GLXY,2026-08-27,25.06,26.2,24.52,25.29,7215500
GLXY,2026-08-28,24.665,25.09,23.105,23.21,4818800
GLXY,2026-08-31,23.15,24.98,22.81,24.6,5759100
GLXY,2026-09-01,23.58,24.17,23.06,23.43,4671100
GLXY,2026-09-02,23.01,24.23,22.82,24.06,2488500
GLXY,2026-09-03,24.6,27.19,24.35,26.5,8513300
GLXY,2026-09-04,25.78,26.65,25.78,26.33,3652000
MEC,2026-03-03,21.01,21.18,20.44,21.11,151300
MEC,2026-03-04,18.36,21.25,18.01,19.56,712800
MEC,2026-03-05,20.68,20.99,18.5,18.85,489200
MEC,2026-03-06,18.38,19.19,18.235,19.18,338700
MEC,2026-03-09,18.66,19.12,18.26,18.84,142600
MEC,2026-03-10,18.62,19.35,18.53,19.04,200300
MEC,2026-03-11,18.92,19.23,17.72,17.89,244900
MEC,2026-03-12,17.49,17.75,17.06,17.26,187500
MEC,2026-03-13,17.28,17.78,16.6,16.67,131300
MEC,2026-03-16,16.79,17.63,16.75,17.55,176300
MEC,2026-03-17,17.61,17.74,16.93,17.21,146800
MEC,2026-03-18,17.32,17.53,16.6,17.01,154800
MEC,2026-03-19,16.81,17.4,16.71,17.29,151600
MEC,2026-03-20,17.25,17.29,16.5,16.64,144000
MEC,2026-03-23,17.18,17.62,16.869,17.25,117800
MEC,2026-03-24,17.1,18.17,16.889,17.85,134100
MEC,2026-03-25,18.15,18.47,17.545,18.3,137400
MEC,2026-03-26,18.5,18.84,17.89,18.04,115800
MEC,2026-03-27,17.96,18.52,17.52,17.7,82600
MEC,2026-03-30,17.78,18.09,17.42,17.48,116200
MEC,2026-03-31,17.78,18.06,17.33,17.95,235900
MEC,2026-04-01,18.18,18.57,17.86,17.92,141800
MEC,2026-04-02,17.65,18.25,17.31,18.21,127200
MEC,2026-04-06,18.08,18.31,17.915,18.17,56700
MEC,2026-04-07,18.12,18.31,17.68,18.26,61200
MEC,2026-04-08,19.07,20.14,18.985,19.86,183800
MEC,2026-04-09,19.3,20.62,19.3,20.5,156200
MEC,2026-04-10,20.27,20.81,20.245,20.48,147000
MEC,2026-04-13,20.42,20.93,20.36,20.9,155300
MEC,2026-04-14,20.85,21.045,20.229,20.72,107100
MEC,2026-04-15,20.55,20.94,19.62,20.3,146100
MEC,2026-04-16,20.11,20.29,19.59,19.77,79000
MEC,2026-04-17,20.18,21.05,20.06,21.02,118200
MEC,2026-04-20,20.89,21.25,20.191,21.18,83900
MEC,2026-04-21,21.25,21.58,20.89,20.98,53300
MEC,2026-04-22,21.13,21.4,20.71,21.4,79900
MEC,2026-04-23,21.58,21.83,20.94,21.39,80800
MEC,2026-04-24,21.28,21.96,20.79,21.96,94600
MEC,2026-04-27,21.86,22.34,21.51,21.81,62400
MEC,2026-04-28,21.68,22.0,21.176,21.92,91600
MEC,2026-04-29,21.94,22.56,21.485,21.83,214900
MEC,2026-04-30,21.78,22.82,21.49,22.81,263500
MEC,2026-05-01,22.79,22.83,22.02,22.24,111100
MEC,2026-05-04,22.06,22.75,21.82,22.15,127400
MEC,2026-05-05,22.28,23.63,22.18,22.75,363800
MEC,2026-05-06,23.75,24.38,21.039,23.35,309400
MEC,2026-05-07,24.0,26.8,23.76,25.99,436700
MEC,2026-05-08,26.0,27.2,25.72,27.2,304800
MEC,2026-05-11,27.94,28.145,26.33,27.26,352300
MEC,2026-05-12,26.63,27.38,26.01,26.55,516900
MEC,2026-05-13,26.73,26.73,25.2,25.65,574400
MEC,2026-05-14,26.01,26.7,25.1,25.39,300300
MEC,2026-05-15,24.9,25.945,24.63,25.29,342000
MEC,2026-05-18,25.36,25.81,24.78,24.92,229700
MEC,2026-05-19,24.55,24.98,23.16,23.55,211500
MEC,2026-05-20,22.14,23.95,21.0,23.95,2487600
MEC,2026-05-21,23.98,24.06,22.33,23.13,433500
MEC,2026-05-22,23.41,25.52,23.27,25.45,763800
MEC,2026-05-26,25.76,26.69,25.31,26.65,470300
MEC,2026-05-27,26.71,27.3,26.31,27.13,474300
